DoctorID,Region,Specialization,Disease,Drug,NumPrescriptions
Doc_15320,Mumbai,Oncologist,Stroke,Warfarin,310
Doc_15321,Mumbai,Dermatologist,Stroke,Clopidogrel,238
Doc_15321,Mumbai,Dermatologist,Heart Disease,Atorvastatin,94
Doc_15321,Mumbai,Dermatologist,Skin Infection,Clindamycin,221
Doc_15321,Mumbai,Dermatologist,Liver Disease,Tenofovir,75
Doc_15321,Mumbai,Dermatologist,Cancer,Cisplatin,360
Doc_15322,Ahmedabad,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,249
Doc_15322,Ahmedabad,Gastroenterologist,Cancer,Cisplatin,321
Doc_15322,Ahmedabad,Gastroenterologist,Heart Disease,Atorvastatin,17
Doc_15322,Ahmedabad,Gastroenterologist,Stroke,Clopidogrel,437
Doc_15322,Ahmedabad,Gastroenterologist,Asthma,Budesonide,264
Doc_15323,Kolkata,Dermatologist,Diabetes,Metformin,350
Doc_15323,Kolkata,Dermatologist,Skin Infection,Clindamycin,148
Doc_15323,Kolkata,Dermatologist,Heart Disease,Atorvastatin,287
Doc_15324,Bangalore,Dermatologist,Cancer,Paclitaxel,70
Doc_15324,Bangalore,Dermatologist,Liver Disease,Tenofovir,18
Doc_15324,Bangalore,Dermatologist,Diabetes,Metformin,302
Doc_15324,Bangalore,Dermatologist,Stroke,Alteplase,46
Doc_15324,Bangalore,Dermatologist,Heart Disease,Atorvastatin,147
Doc_15325,Jaipur,Endocrinologist,Liver Disease,Tenofovir,322
Doc_15326,Bangalore,Endocrinologist,Diabetes,Glipizide,479
Doc_15326,Bangalore,Endocrinologist,Cancer,Doxorubicin,118
Doc_15326,Bangalore,Endocrinologist,Heart Disease,Atorvastatin,105
Doc_15327,Pune,Gastroenterologist,Stroke,Clopidogrel,393
Doc_15327,Pune,Gastroenterologist,Skin Infection,Mupirocin,17
Doc_15327,Pune,Gastroenterologist,Asthma,Salbutamol,37
Doc_15327,Pune,Gastroenterologist,Hypertension,Metoprolol,46
Doc_15327,Pune,Gastroenterologist,Diabetes,Glipizide,82
Doc_15328,Bangalore,Gastroenterologist,Diabetes,Metformin,391
Doc_15328,Bangalore,Gastroenterologist,Hypertension,Losartan,64
Doc_15329,Delhi,Oncologist,Stroke,Alteplase,429
Doc_15329,Delhi,Oncologist,Liver Disease,Tenofovir,323
Doc_15329,Delhi,Oncologist,Heart Disease,Aspirin,494
Doc_15329,Delhi,Oncologist,Diabetes,Metformin,77
Doc_15329,Delhi,Oncologist,Hypertension,Amlodipine,183
Doc_15330,Jaipur,General Physician,Skin Infection,Mupirocin,304
Doc_15330,Jaipur,General Physician,Hypertension,Losartan,30
Doc_15330,Jaipur,General Physician,Heart Disease,Aspirin,34
Doc_15331,Ahmedabad,Neurologist,Skin Infection,Clindamycin,233
Doc_15331,Ahmedabad,Neurologist,Hypertension,Metoprolol,246
Doc_15331,Ahmedabad,Neurologist,Cancer,Doxorubicin,455
Doc_15331,Ahmedabad,Neurologist,Heart Disease,Clopidogrel,24
Doc_15332,Hyderabad,Cardiologist,Liver Disease,Tenofovir,71
Doc_15332,Hyderabad,Cardiologist,Diabetes,Metformin,272
Doc_15332,Hyderabad,Cardiologist,Hypertension,Amlodipine,174
Doc_15333,Lucknow,Dermatologist,Heart Disease,Clopidogrel,496
Doc_15333,Lucknow,Dermatologist,Diabetes,Insulin,210
Doc_15334,Hyderabad,Pulmonologist,Cancer,Cisplatin,264
Doc_15334,Hyderabad,Pulmonologist,Skin Infection,Mupirocin,235
Doc_15334,Hyderabad,Pulmonologist,Asthma,Montelukast,184
Doc_15335,Hyderabad,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,411
Doc_15336,Ahmedabad,General Physician,Stroke,Alteplase,376
Doc_15337,Chennai,Endocrinologist,Heart Disease,Atorvastatin,125
Doc_15337,Chennai,Endocrinologist,Hypertension,Metoprolol,276
Doc_15337,Chennai,Endocrinologist,Liver Disease,Ursodeoxycholic Acid,331
Doc_15337,Chennai,Endocrinologist,Stroke,Warfarin,405
Doc_15338,Pune,Dermatologist,Liver Disease,Silymarin,282
Doc_15338,Pune,Dermatologist,Hypertension,Losartan,39
Doc_15338,Pune,Dermatologist,Heart Disease,Aspirin,86
Doc_15338,Pune,Dermatologist,Skin Infection,Mupirocin,438
Doc_15338,Pune,Dermatologist,Cancer,Doxorubicin,105
Doc_15339,Bangalore,Pulmonologist,Liver Disease,Tenofovir,233
Doc_15339,Bangalore,Pulmonologist,Hypertension,Metoprolol,273
Doc_15339,Bangalore,Pulmonologist,Stroke,Clopidogrel,324
Doc_15340,Hyderabad,Endocrinologist,Stroke,Clopidogrel,74
Doc_15341,Kolkata,Neurologist,Cancer,Doxorubicin,235
Doc_15341,Kolkata,Neurologist,Stroke,Warfarin,466
Doc_15341,Kolkata,Neurologist,Heart Disease,Aspirin,87
Doc_15342,Delhi,Neurologist,Asthma,Budesonide,262
Doc_15342,Delhi,Neurologist,Cancer,Cisplatin,359
Doc_15343,Lucknow,General Physician,Cancer,Paclitaxel,344
Doc_15343,Lucknow,General Physician,Heart Disease,Atorvastatin,181
Doc_15343,Lucknow,General Physician,Liver Disease,Ursodeoxycholic Acid,19
Doc_15343,Lucknow,General Physician,Hypertension,Losartan,442
Doc_15343,Lucknow,General Physician,Asthma,Salbutamol,227
Doc_15344,Mumbai,Dermatologist,Cancer,Cisplatin,291
Doc_15344,Mumbai,Dermatologist,Stroke,Warfarin,391
Doc_15344,Mumbai,Dermatologist,Asthma,Montelukast,201
Doc_15345,Bangalore,Neurologist,Stroke,Clopidogrel,479
Doc_15345,Bangalore,Neurologist,Hypertension,Amlodipine,106
Doc_15345,Bangalore,Neurologist,Diabetes,Glipizide,210
Doc_15345,Bangalore,Neurologist,Cancer,Doxorubicin,197
Doc_15345,Bangalore,Neurologist,Asthma,Salbutamol,69
Doc_15346,Chennai,Oncologist,Cancer,Cisplatin,287
Doc_15346,Chennai,Oncologist,Diabetes,Metformin,454
Doc_15347,Delhi,General Physician,Liver Disease,Tenofovir,189
Doc_15347,Delhi,General Physician,Hypertension,Amlodipine,100
Doc_15347,Delhi,General Physician,Skin Infection,Mupirocin,157
Doc_15347,Delhi,General Physician,Stroke,Alteplase,217
Doc_15347,Delhi,General Physician,Asthma,Salbutamol,149
Doc_15348,Delhi,Oncologist,Liver Disease,Tenofovir,457
Doc_15348,Delhi,Oncologist,Skin Infection,Clindamycin,50
Doc_15348,Delhi,Oncologist,Heart Disease,Aspirin,371
Doc_15348,Delhi,Oncologist,Diabetes,Insulin,416
Doc_15349,Lucknow,Oncologist,Liver Disease,Silymarin,327
Doc_15349,Lucknow,Oncologist,Heart Disease,Aspirin,224
Doc_15350,Mumbai,Cardiologist,Stroke,Alteplase,487
Doc_15351,Chennai,General Physician,Heart Disease,Aspirin,464
Doc_15351,Chennai,General Physician,Liver Disease,Silymarin,279
Doc_15351,Chennai,General Physician,Asthma,Salbutamol,436
Doc_15351,Chennai,General Physician,Diabetes,Metformin,357
Doc_15352,Kolkata,Oncologist,Diabetes,Metformin,112
Doc_15352,Kolkata,Oncologist,Stroke,Warfarin,289
Doc_15352,Kolkata,Oncologist,Skin Infection,Mupirocin,279
Doc_15353,Pune,Neurologist,Heart Disease,Aspirin,208
Doc_15354,Hyderabad,Cardiologist,Hypertension,Losartan,304
Doc_15354,Hyderabad,Cardiologist,Cancer,Doxorubicin,316
Doc_15354,Hyderabad,Cardiologist,Stroke,Clopidogrel,497
Doc_15354,Hyderabad,Cardiologist,Diabetes,Metformin,421
Doc_15355,Mumbai,Gastroenterologist,Heart Disease,Aspirin,457
Doc_15356,Mumbai,Gastroenterologist,Diabetes,Insulin,349
Doc_15357,Bangalore,Dermatologist,Skin Infection,Amoxicillin,50
Doc_15357,Bangalore,Dermatologist,Asthma,Salbutamol,240
Doc_15358,Lucknow,General Physician,Heart Disease,Atorvastatin,97
Doc_15358,Lucknow,General Physician,Asthma,Budesonide,433
Doc_15358,Lucknow,General Physician,Diabetes,Metformin,452
Doc_15358,Lucknow,General Physician,Stroke,Clopidogrel,237
Doc_15358,Lucknow,General Physician,Skin Infection,Amoxicillin,187
Doc_15359,Lucknow,Neurologist,Cancer,Cisplatin,313
Doc_15359,Lucknow,Neurologist,Liver Disease,Tenofovir,213
Doc_15359,Lucknow,Neurologist,Skin Infection,Mupirocin,128
Doc_15359,Lucknow,Neurologist,Heart Disease,Atorvastatin,147
Doc_15359,Lucknow,Neurologist,Diabetes,Insulin,120
Doc_15360,Chennai,Oncologist,Skin Infection,Mupirocin,235
Doc_15360,Chennai,Oncologist,Diabetes,Glipizide,258
Doc_15360,Chennai,Oncologist,Cancer,Paclitaxel,113
Doc_15361,Delhi,Pulmonologist,Cancer,Doxorubicin,377
Doc_15361,Delhi,Pulmonologist,Hypertension,Losartan,436
Doc_15361,Delhi,Pulmonologist,Asthma,Salbutamol,322
Doc_15362,Mumbai,Endocrinologist,Skin Infection,Clindamycin,421
Doc_15362,Mumbai,Endocrinologist,Diabetes,Insulin,166
Doc_15362,Mumbai,Endocrinologist,Liver Disease,Ursodeoxycholic Acid,168
Doc_15362,Mumbai,Endocrinologist,Cancer,Doxorubicin,179
Doc_15363,Delhi,General Physician,Liver Disease,Tenofovir,396
Doc_15363,Delhi,General Physician,Cancer,Cisplatin,321
Doc_15363,Delhi,General Physician,Hypertension,Losartan,43
Doc_15363,Delhi,General Physician,Skin Infection,Clindamycin,99
Doc_15363,Delhi,General Physician,Diabetes,Glipizide,238
Doc_15364,Lucknow,Endocrinologist,Stroke,Alteplase,166
Doc_15365,Bangalore,General Physician,Cancer,Cisplatin,129
Doc_15365,Bangalore,General Physician,Hypertension,Losartan,69
Doc_15365,Bangalore,General Physician,Heart Disease,Aspirin,412
Doc_15366,Mumbai,Pulmonologist,Stroke,Warfarin,425
Doc_15366,Mumbai,Pulmonologist,Cancer,Cisplatin,181
Doc_15366,Mumbai,Pulmonologist,Hypertension,Losartan,274
Doc_15366,Mumbai,Pulmonologist,Liver Disease,Tenofovir,346
Doc_15367,Delhi,Endocrinologist,Skin Infection,Mupirocin,112
Doc_15367,Delhi,Endocrinologist,Liver Disease,Silymarin,459
Doc_15367,Delhi,Endocrinologist,Diabetes,Glipizide,341
Doc_15367,Delhi,Endocrinologist,Hypertension,Losartan,273
Doc_15367,Delhi,Endocrinologist,Cancer,Paclitaxel,410
Doc_15368,Jaipur,Neurologist,Asthma,Montelukast,47
Doc_15368,Jaipur,Neurologist,Skin Infection,Mupirocin,41
Doc_15368,Jaipur,Neurologist,Stroke,Alteplase,336
Doc_15368,Jaipur,Neurologist,Diabetes,Insulin,428
Doc_15368,Jaipur,Neurologist,Heart Disease,Clopidogrel,368
Doc_15369,Kolkata,Pulmonologist,Heart Disease,Clopidogrel,270
Doc_15369,Kolkata,Pulmonologist,Skin Infection,Mupirocin,252
Doc_15369,Kolkata,Pulmonologist,Hypertension,Losartan,172
Doc_15369,Kolkata,Pulmonologist,Diabetes,Metformin,90
Doc_15370,Delhi,Cardiologist,Diabetes,Insulin,424
Doc_15370,Delhi,Cardiologist,Liver Disease,Tenofovir,376
Doc_15370,Delhi,Cardiologist,Stroke,Alteplase,386
Doc_15370,Delhi,Cardiologist,Cancer,Paclitaxel,490
Doc_15371,Chennai,Neurologist,Diabetes,Metformin,169
Doc_15371,Chennai,Neurologist,Cancer,Cisplatin,367
Doc_15371,Chennai,Neurologist,Stroke,Alteplase,106
Doc_15371,Chennai,Neurologist,Hypertension,Losartan,192
Doc_15372,Jaipur,Pulmonologist,Asthma,Salbutamol,367
Doc_15372,Jaipur,Pulmonologist,Heart Disease,Atorvastatin,128
Doc_15372,Jaipur,Pulmonologist,Diabetes,Glipizide,228
Doc_15372,Jaipur,Pulmonologist,Stroke,Alteplase,363
Doc_15372,Jaipur,Pulmonologist,Hypertension,Amlodipine,223
Doc_15373,Pune,Cardiologist,Hypertension,Losartan,258
Doc_15373,Pune,Cardiologist,Heart Disease,Atorvastatin,238
Doc_15373,Pune,Cardiologist,Skin Infection,Clindamycin,244
Doc_15374,Lucknow,Dermatologist,Liver Disease,Tenofovir,235
Doc_15374,Lucknow,Dermatologist,Skin Infection,Clindamycin,202
Doc_15374,Lucknow,Dermatologist,Asthma,Montelukast,151
Doc_15375,Delhi,Gastroenterologist,Stroke,Clopidogrel,324
Doc_15376,Pune,Gastroenterologist,Hypertension,Metoprolol,265
Doc_15376,Pune,Gastroenterologist,Skin Infection,Mupirocin,446
Doc_15377,Pune,Gastroenterologist,Asthma,Budesonide,104
Doc_15377,Pune,Gastroenterologist,Diabetes,Insulin,177
Doc_15377,Pune,Gastroenterologist,Hypertension,Metoprolol,448
Doc_15378,Pune,Dermatologist,Asthma,Salbutamol,496
Doc_15378,Pune,Dermatologist,Diabetes,Glipizide,486
Doc_15378,Pune,Dermatologist,Skin Infection,Amoxicillin,392
Doc_15378,Pune,Dermatologist,Hypertension,Losartan,497
Doc_15378,Pune,Dermatologist,Stroke,Alteplase,489
Doc_15379,Bangalore,Cardiologist,Liver Disease,Silymarin,36
Doc_15379,Bangalore,Cardiologist,Hypertension,Metoprolol,103
Doc_15380,Jaipur,Oncologist,Heart Disease,Clopidogrel,309
Doc_15380,Jaipur,Oncologist,Skin Infection,Clindamycin,194
Doc_15380,Jaipur,Oncologist,Stroke,Clopidogrel,19
Doc_15380,Jaipur,Oncologist,Diabetes,Glipizide,86
Doc_15380,Jaipur,Oncologist,Asthma,Salbutamol,363
Doc_15381,Bangalore,Cardiologist,Cancer,Cisplatin,474
Doc_15381,Bangalore,Cardiologist,Hypertension,Metoprolol,240
Doc_15381,Bangalore,Cardiologist,Diabetes,Insulin,427
Doc_15381,Bangalore,Cardiologist,Heart Disease,Clopidogrel,108
Doc_15382,Bangalore,Neurologist,Asthma,Montelukast,165
Doc_15382,Bangalore,Neurologist,Diabetes,Insulin,427
Doc_15382,Bangalore,Neurologist,Heart Disease,Atorvastatin,216
Doc_15382,Bangalore,Neurologist,Liver Disease,Silymarin,229
Doc_15382,Bangalore,Neurologist,Skin Infection,Amoxicillin,443
Doc_15383,Delhi,Oncologist,Skin Infection,Mupirocin,111
Doc_15383,Delhi,Oncologist,Diabetes,Insulin,487
Doc_15383,Delhi,Oncologist,Cancer,Paclitaxel,295
Doc_15383,Delhi,Oncologist,Heart Disease,Clopidogrel,11
Doc_15383,Delhi,Oncologist,Asthma,Montelukast,275
Doc_15384,Bangalore,Endocrinologist,Heart Disease,Atorvastatin,220
Doc_15384,Bangalore,Endocrinologist,Asthma,Montelukast,403
Doc_15384,Bangalore,Endocrinologist,Cancer,Cisplatin,414
Doc_15384,Bangalore,Endocrinologist,Hypertension,Losartan,105
Doc_15385,Mumbai,General Physician,Cancer,Doxorubicin,172
Doc_15385,Mumbai,General Physician,Diabetes,Metformin,283
Doc_15385,Mumbai,General Physician,Liver Disease,Silymarin,288
Doc_15385,Mumbai,General Physician,Asthma,Budesonide,389
Doc_15386,Lucknow,Oncologist,Asthma,Budesonide,303
Doc_15386,Lucknow,Oncologist,Cancer,Cisplatin,434
Doc_15386,Lucknow,Oncologist,Hypertension,Amlodipine,450
Doc_15387,Pune,General Physician,Asthma,Salbutamol,383
Doc_15387,Pune,General Physician,Skin Infection,Amoxicillin,174
Doc_15388,Ahmedabad,Pulmonologist,Heart Disease,Clopidogrel,104
Doc_15389,Jaipur,General Physician,Heart Disease,Aspirin,398
Doc_15389,Jaipur,General Physician,Diabetes,Insulin,323
Doc_15389,Jaipur,General Physician,Liver Disease,Silymarin,416
Doc_15389,Jaipur,General Physician,Cancer,Paclitaxel,252
Doc_15389,Jaipur,General Physician,Stroke,Warfarin,245
Doc_15390,Bangalore,Oncologist,Diabetes,Glipizide,170
Doc_15391,Hyderabad,Pulmonologist,Diabetes,Glipizide,230
Doc_15391,Hyderabad,Pulmonologist,Stroke,Warfarin,261
Doc_15391,Hyderabad,Pulmonologist,Skin Infection,Mupirocin,281
Doc_15391,Hyderabad,Pulmonologist,Heart Disease,Atorvastatin,469
Doc_15392,Delhi,Oncologist,Cancer,Doxorubicin,151
Doc_15392,Delhi,Oncologist,Diabetes,Glipizide,43
Doc_15392,Delhi,Oncologist,Liver Disease,Ursodeoxycholic Acid,343
Doc_15392,Delhi,Oncologist,Stroke,Clopidogrel,478
Doc_15393,Bangalore,General Physician,Cancer,Cisplatin,103
Doc_15393,Bangalore,General Physician,Stroke,Alteplase,300
Doc_15393,Bangalore,General Physician,Diabetes,Insulin,254
Doc_15393,Bangalore,General Physician,Heart Disease,Atorvastatin,272
Doc_15394,Kolkata,Dermatologist,Diabetes,Insulin,363
Doc_15395,Bangalore,General Physician,Asthma,Montelukast,76
Doc_15395,Bangalore,General Physician,Diabetes,Glipizide,53
Doc_15396,Ahmedabad,General Physician,Skin Infection,Clindamycin,487
Doc_15396,Ahmedabad,General Physician,Diabetes,Glipizide,228
Doc_15396,Ahmedabad,General Physician,Hypertension,Losartan,334
Doc_15396,Ahmedabad,General Physician,Cancer,Paclitaxel,294
Doc_15397,Pune,Cardiologist,Liver Disease,Ursodeoxycholic Acid,485
Doc_15397,Pune,Cardiologist,Stroke,Alteplase,490
Doc_15398,Lucknow,General Physician,Skin Infection,Amoxicillin,67
Doc_15398,Lucknow,General Physician,Cancer,Doxorubicin,466
Doc_15398,Lucknow,General Physician,Heart Disease,Clopidogrel,269
Doc_15398,Lucknow,General Physician,Diabetes,Insulin,232
Doc_15399,Ahmedabad,Neurologist,Liver Disease,Ursodeoxycholic Acid,421
Doc_15399,Ahmedabad,Neurologist,Diabetes,Glipizide,141
Doc_15399,Ahmedabad,Neurologist,Heart Disease,Clopidogrel,238
Doc_15399,Ahmedabad,Neurologist,Skin Infection,Amoxicillin,98
Doc_15399,Ahmedabad,Neurologist,Stroke,Alteplase,217
Doc_15400,Jaipur,General Physician,Skin Infection,Clindamycin,68
Doc_15400,Jaipur,General Physician,Asthma,Salbutamol,267
Doc_15401,Hyderabad,General Physician,Skin Infection,Mupirocin,79
Doc_15402,Bangalore,Endocrinologist,Hypertension,Metoprolol,393
Doc_15402,Bangalore,Endocrinologist,Asthma,Salbutamol,484
Doc_15402,Bangalore,Endocrinologist,Diabetes,Glipizide,441
Doc_15403,Chennai,General Physician,Liver Disease,Tenofovir,37
Doc_15403,Chennai,General Physician,Asthma,Budesonide,40
Doc_15403,Chennai,General Physician,Stroke,Alteplase,191
Doc_15403,Chennai,General Physician,Cancer,Doxorubicin,469
Doc_15403,Chennai,General Physician,Heart Disease,Clopidogrel,372
Doc_15404,Pune,Pulmonologist,Cancer,Doxorubicin,334
Doc_15404,Pune,Pulmonologist,Liver Disease,Tenofovir,232
Doc_15404,Pune,Pulmonologist,Hypertension,Losartan,495
Doc_15404,Pune,Pulmonologist,Asthma,Montelukast,449
Doc_15404,Pune,Pulmonologist,Diabetes,Metformin,268
Doc_15405,Chennai,Endocrinologist,Hypertension,Amlodipine,235
Doc_15406,Pune,Neurologist,Liver Disease,Ursodeoxycholic Acid,156
Doc_15406,Pune,Neurologist,Cancer,Paclitaxel,141
Doc_15406,Pune,Neurologist,Asthma,Montelukast,171
Doc_15407,Jaipur,Cardiologist,Heart Disease,Atorvastatin,268
Doc_15408,Delhi,Dermatologist,Hypertension,Metoprolol,177
Doc_15408,Delhi,Dermatologist,Heart Disease,Aspirin,157
Doc_15408,Delhi,Dermatologist,Cancer,Cisplatin,323
Doc_15408,Delhi,Dermatologist,Diabetes,Glipizide,420
Doc_15408,Delhi,Dermatologist,Skin Infection,Clindamycin,478
Doc_15409,Bangalore,Dermatologist,Stroke,Clopidogrel,180
Doc_15409,Bangalore,Dermatologist,Hypertension,Losartan,70
Doc_15409,Bangalore,Dermatologist,Diabetes,Insulin,54
Doc_15409,Bangalore,Dermatologist,Heart Disease,Aspirin,422
Doc_15410,Pune,General Physician,Stroke,Clopidogrel,306
Doc_15410,Pune,General Physician,Liver Disease,Ursodeoxycholic Acid,110
Doc_15411,Kolkata,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,422
Doc_15411,Kolkata,Pulmonologist,Cancer,Paclitaxel,393
Doc_15411,Kolkata,Pulmonologist,Heart Disease,Aspirin,386
Doc_15411,Kolkata,Pulmonologist,Stroke,Alteplase,329
Doc_15411,Kolkata,Pulmonologist,Diabetes,Insulin,495
Doc_15412,Hyderabad,Neurologist,Hypertension,Losartan,379
Doc_15412,Hyderabad,Neurologist,Stroke,Alteplase,59
Doc_15412,Hyderabad,Neurologist,Heart Disease,Atorvastatin,349
Doc_15412,Hyderabad,Neurologist,Asthma,Montelukast,157
Doc_15412,Hyderabad,Neurologist,Diabetes,Insulin,62
Doc_15413,Jaipur,Oncologist,Asthma,Montelukast,439
Doc_15413,Jaipur,Oncologist,Skin Infection,Mupirocin,220
Doc_15413,Jaipur,Oncologist,Diabetes,Insulin,423
Doc_15413,Jaipur,Oncologist,Stroke,Alteplase,42
Doc_15413,Jaipur,Oncologist,Heart Disease,Atorvastatin,233
Doc_15414,Jaipur,General Physician,Stroke,Alteplase,367
Doc_15414,Jaipur,General Physician,Skin Infection,Amoxicillin,449
Doc_15414,Jaipur,General Physician,Heart Disease,Clopidogrel,300
Doc_15414,Jaipur,General Physician,Asthma,Budesonide,413
Doc_15414,Jaipur,General Physician,Diabetes,Metformin,367
Doc_15415,Chennai,Neurologist,Heart Disease,Aspirin,318
Doc_15415,Chennai,Neurologist,Diabetes,Insulin,167
Doc_15415,Chennai,Neurologist,Asthma,Budesonide,155
Doc_15415,Chennai,Neurologist,Liver Disease,Silymarin,467
Doc_15415,Chennai,Neurologist,Stroke,Alteplase,488
Doc_15416,Ahmedabad,Endocrinologist,Asthma,Montelukast,480
Doc_15416,Ahmedabad,Endocrinologist,Skin Infection,Amoxicillin,278
Doc_15417,Jaipur,Endocrinologist,Liver Disease,Silymarin,219
Doc_15418,Mumbai,Gastroenterologist,Heart Disease,Aspirin,191
Doc_15418,Mumbai,Gastroenterologist,Liver Disease,Silymarin,149
Doc_15418,Mumbai,Gastroenterologist,Cancer,Cisplatin,276
Doc_15419,Pune,General Physician,Skin Infection,Amoxicillin,355
Doc_15419,Pune,General Physician,Hypertension,Metoprolol,24
Doc_15420,Mumbai,Cardiologist,Stroke,Warfarin,475
Doc_15420,Mumbai,Cardiologist,Cancer,Cisplatin,323
Doc_15421,Kolkata,Dermatologist,Stroke,Clopidogrel,140
Doc_15421,Kolkata,Dermatologist,Diabetes,Glipizide,311
Doc_15421,Kolkata,Dermatologist,Cancer,Paclitaxel,198
Doc_15422,Ahmedabad,Gastroenterologist,Skin Infection,Amoxicillin,210
Doc_15422,Ahmedabad,Gastroenterologist,Hypertension,Metoprolol,250
Doc_15422,Ahmedabad,Gastroenterologist,Cancer,Cisplatin,289
Doc_15423,Pune,Oncologist,Heart Disease,Aspirin,334
Doc_15423,Pune,Oncologist,Stroke,Alteplase,201
Doc_15424,Jaipur,Gastroenterologist,Heart Disease,Clopidogrel,223
Doc_15425,Jaipur,General Physician,Diabetes,Metformin,234
Doc_15425,Jaipur,General Physician,Stroke,Clopidogrel,239
Doc_15425,Jaipur,General Physician,Hypertension,Metoprolol,141
Doc_15425,Jaipur,General Physician,Liver Disease,Ursodeoxycholic Acid,133
Doc_15425,Jaipur,General Physician,Heart Disease,Clopidogrel,111
Doc_15426,Ahmedabad,Gastroenterologist,Asthma,Budesonide,41
Doc_15426,Ahmedabad,Gastroenterologist,Hypertension,Losartan,337
Doc_15427,Lucknow,Oncologist,Skin Infection,Amoxicillin,320
Doc_15427,Lucknow,Oncologist,Heart Disease,Aspirin,160
Doc_15427,Lucknow,Oncologist,Diabetes,Metformin,242
Doc_15427,Lucknow,Oncologist,Cancer,Doxorubicin,498
Doc_15427,Lucknow,Oncologist,Hypertension,Metoprolol,191
Doc_15428,Ahmedabad,Oncologist,Cancer,Doxorubicin,339
Doc_15428,Ahmedabad,Oncologist,Asthma,Budesonide,43
Doc_15428,Ahmedabad,Oncologist,Heart Disease,Atorvastatin,418
Doc_15429,Bangalore,General Physician,Skin Infection,Mupirocin,60
Doc_15429,Bangalore,General Physician,Heart Disease,Atorvastatin,425
Doc_15429,Bangalore,General Physician,Stroke,Alteplase,274
Doc_15430,Jaipur,Dermatologist,Diabetes,Glipizide,273
Doc_15430,Jaipur,Dermatologist,Hypertension,Losartan,238
Doc_15430,Jaipur,Dermatologist,Heart Disease,Atorvastatin,219
Doc_15431,Chennai,Neurologist,Skin Infection,Amoxicillin,171
Doc_15431,Chennai,Neurologist,Asthma,Montelukast,224
Doc_15432,Ahmedabad,General Physician,Heart Disease,Aspirin,329
Doc_15432,Ahmedabad,General Physician,Cancer,Paclitaxel,396
Doc_15432,Ahmedabad,General Physician,Stroke,Alteplase,483
Doc_15432,Ahmedabad,General Physician,Asthma,Salbutamol,365
Doc_15433,Delhi,Neurologist,Asthma,Budesonide,101
Doc_15433,Delhi,Neurologist,Liver Disease,Silymarin,289
Doc_15433,Delhi,Neurologist,Skin Infection,Amoxicillin,343
Doc_15433,Delhi,Neurologist,Diabetes,Insulin,436
Doc_15433,Delhi,Neurologist,Heart Disease,Aspirin,308
Doc_15434,Bangalore,Dermatologist,Stroke,Clopidogrel,266
Doc_15435,Hyderabad,General Physician,Liver Disease,Ursodeoxycholic Acid,310
Doc_15435,Hyderabad,General Physician,Asthma,Budesonide,282
Doc_15436,Mumbai,Pulmonologist,Cancer,Doxorubicin,303
Doc_15436,Mumbai,Pulmonologist,Stroke,Clopidogrel,311
Doc_15436,Mumbai,Pulmonologist,Liver Disease,Silymarin,132
Doc_15436,Mumbai,Pulmonologist,Heart Disease,Aspirin,302
Doc_15436,Mumbai,Pulmonologist,Hypertension,Metoprolol,442
Doc_15437,Chennai,Endocrinologist,Skin Infection,Amoxicillin,356
Doc_15437,Chennai,Endocrinologist,Liver Disease,Tenofovir,125
Doc_15437,Chennai,Endocrinologist,Asthma,Budesonide,303
Doc_15437,Chennai,Endocrinologist,Cancer,Paclitaxel,337
Doc_15437,Chennai,Endocrinologist,Heart Disease,Atorvastatin,476
Doc_15438,Kolkata,Cardiologist,Cancer,Paclitaxel,238
Doc_15438,Kolkata,Cardiologist,Hypertension,Amlodipine,122
Doc_15439,Ahmedabad,Dermatologist,Skin Infection,Amoxicillin,387
Doc_15439,Ahmedabad,Dermatologist,Cancer,Cisplatin,405
Doc_15439,Ahmedabad,Dermatologist,Liver Disease,Ursodeoxycholic Acid,224
Doc_15440,Bangalore,Gastroenterologist,Stroke,Warfarin,10
Doc_15440,Bangalore,Gastroenterologist,Heart Disease,Atorvastatin,45
Doc_15440,Bangalore,Gastroenterologist,Diabetes,Insulin,298
Doc_15440,Bangalore,Gastroenterologist,Asthma,Montelukast,61
Doc_15440,Bangalore,Gastroenterologist,Cancer,Cisplatin,14
Doc_15441,Hyderabad,Neurologist,Diabetes,Metformin,433
Doc_15441,Hyderabad,Neurologist,Liver Disease,Tenofovir,156
Doc_15442,Delhi,Dermatologist,Liver Disease,Tenofovir,202
Doc_15442,Delhi,Dermatologist,Skin Infection,Mupirocin,436
Doc_15443,Kolkata,Gastroenterologist,Diabetes,Metformin,34
Doc_15443,Kolkata,Gastroenterologist,Asthma,Budesonide,43
Doc_15443,Kolkata,Gastroenterologist,Heart Disease,Aspirin,225
Doc_15443,Kolkata,Gastroenterologist,Cancer,Cisplatin,67
Doc_15443,Kolkata,Gastroenterologist,Skin Infection,Amoxicillin,394
Doc_15444,Hyderabad,Gastroenterologist,Cancer,Paclitaxel,264
Doc_15444,Hyderabad,Gastroenterologist,Asthma,Salbutamol,171
Doc_15444,Hyderabad,Gastroenterologist,Stroke,Clopidogrel,109
Doc_15445,Hyderabad,Cardiologist,Asthma,Montelukast,100
